timestamp,accX,accY,accZ,gravX,gravY,gravZ,baro,gyrX,gyrY,gyrZ
2026-03-26T22:53:11.525267,2.2551112275225984,-2.920489206598303,-6.874978754845621,-0.0029997503943848007,-0.016445343557743058,-0.9904094581122419,1013.2504450992506,-32.41930684770183,34.305951815951246,-2.734361706410947
2026-03-26T22:53:11.545211,1.2147150853115758,1.651741437360482,-7.661028925248368,-0.004689533316123878,0.009339230521108199,-1.0123879814584864,1013.2484354027151,92.9797543721315,-21.13189481481904,38.27792844065227
2026-03-26T22:53:11.565470,2.6105386009085687,-0.7367193214112463,-14.04926740827521,0.010784537733065244,-0.0010024635524071316,-1.003877128963247,1013.2517072089058,-20.682883525251302,24.77896299714021,55.67643950315027
2026-03-26T22:53:11.586080,-0.5779078129587467,-0.17111004535802948,-9.558855323378886,0.010639386290371632,-0.01681430216436122,-1.004424177545462,1013.2493771643577,27.621934694643592,-17.775796052378656,5.549681339377596
2026-03-26T22:53:11.605986,-0.33119116820004113,0.048567848780102146,-9.584136683640532,-0.011265797537497525,-0.0060162760467841695,-1.0014226760885496,1013.2392527269167,-17.288922251818796,50.92185440563036,-46.7723657364333
2026-03-26T22:53:11.625892,1.468475102749495,-3.114694002928554,-10.516903884517275,0.024756235816907227,-0.012608988043622352,-1.0135304311921582,1013.2275928313204,85.84402343315514,-61.77935117208289,-79.268032666388
2026-03-26T22:53:11.646524,1.3657646146430902,2.086340296188381,-4.448889010426035,0.007594421863918441,0.009334640651692028,-1.0051230930373343,1013.2436922407506,-9.838446844116167,-92.0600597185398,-32.827398967168435
2026-03-26T22:53:11.666831,2.547341575819787,-0.25722726867783136,-6.515101993513044,-0.006522390094685079,-0.003368928038641794,-0.9888022091809465,1013.2511916222078,14.329870648033179,2.5785589309278003,36.255472315149554
2026-03-26T22:53:11.686643,-0.2544676387442125,0.6593702562281532,-6.006665943392701,0.018770415068493414,-0.016625711702468907,-1.0051475627132829,1013.2614454309,-0.953050751162437,-56.8738249086608,33.70673080610652
2026-03-26T22:53:11.706860,-1.330558248987756,-1.3542920497431872,-7.383142462338712,-0.018524056220126615,0.00030584732376848196,-1.0159009590846975,1013.2286274397895,4.69547886507752,-51.39876446588303,35.20514839599635
2026-03-26T22:53:11.726675,1.0073833647206858,0.7816062529014987,-5.7998252100189305,0.007523121518949362,-0.007185731917477478,-1.0036474027929998,1013.2528775848141,-3.2849148045362253,12.2736654230104,-17.491354130785243
2026-03-26T22:53:11.746489,0.6609323695035895,0.5467889481640534,-11.851016560989459,0.009791613839914028,0.00279964200109282,-1.0180157875689386,1013.246724729856,-51.37298819139696,59.04836308484164,19.672960819201077
2026-03-26T22:53:11.766585,0.27344247344504796,-0.8254425228782193,-8.280595701049407,-0.005078802907769634,-0.005437870584725498,-0.9869504391310457,1013.2431757316374,-32.55439288045361,60.06317786505178,54.149349581628485
2026-03-26T22:53:11.785820,-2.6803137731740474,0.2023031519882537,-10.78900429653082,-0.0008922468759498302,-0.02292394655845104,-1.0147959521628975,1013.2581047555557,-53.79347533131432,-11.214148799858178,20.23564766615921
2026-03-26T22:53:11.805130,1.8017707617331649,1.175750310562528,-12.50412603266988,-0.016183347605816707,0.0016882341831831263,-1.0138250372196627,1013.2552395606602,-30.60709458645947,-18.42994691672086,-90.08740627335068
2026-03-26T22:53:11.824905,-1.240295400953823,-2.260163817644154,-12.823293735645443,0.0022779867730380312,0.008290116950396028,-1.0109705635511457,1013.2520758560161,-47.255539358448566,39.85379358880188,-27.914517058463293
2026-03-26T22:53:11.844500,1.1958514003717335,-1.8127183499489337,-7.383545289591603,0.004267695546260898,-0.011861538663208842,-1.0016500511753463,1013.2402747408428,-33.971175127434414,-19.309901835001074,21.23779912404506
2026-03-26T22:53:11.864626,-4.764509316705258,-2.746089920572518,-7.96245582274692,0.007531575644347177,-0.0012270137182991455,-0.998678873628341,1013.2546604882165,41.51325129675325,-36.42106156127892,-9.748454468932087
